Date,Price,Open,High,Low,Vol.,Change %
18-Mar-21,57656,58911.8,60088,57099.6,102.62K,-2.13%
17-Mar-21,58913.5,56892.9,58933.2,54253.2,118.26K,3.56%
16-Mar-21,56889.7,55619.5,56889.7,53342.6,128.51K,1.97%
15-Mar-21,55791.3,59117.4,60565.9,55088.8,117.71K,-5.62%
14-Mar-21,59113.7,61192.7,61673.7,59113.7,80.29K,-3.40%
13-Mar-21,61195.3,57267.4,61795.8,56118.8,134.64K,6.86%
12-Mar-21,57265.1,57806.2,58052.3,55134.5,116.96K,-0.92%
11-Mar-21,57799.5,55851.2,58135,54351.8,129.63K,3.49%
10-Mar-21,55851.9,54882.7,57328.7,53073.6,140.96K,1.77%
9-Mar-21,54879,52352.4,54880.6,51941.3,114.06K,4.91%
8-Mar-21,52311,50988.9,52384.9,49338.1,68.14K,2.61%
7-Mar-21,50982.3,48899,51434.1,48890.6,82.91K,4.35%
6-Mar-21,48855.6,48798.7,49191.8,47132.8,66.66K,0.13%
5-Mar-21,48792.5,48363.6,49429.4,46370.1,113.64K,0.75%
4-Mar-21,48428,50388,51757.7,47521.8,9.56K,-3.90%
3-Mar-21,50395.1,48422.2,52567.9,48159.2,44.93K,4.07%
2-Mar-21,48424.2,49595.6,50191.9,47100.6,102.10K,-2.36%
1-Mar-21,49595.5,45160.5,49774,45008.8,137.52K,9.81%
28-Feb-21,45164,46136,46582,43100.6,135.08K,-2.11%
27-Feb-21,46136.7,46333.1,48335.1,45059.4,98.75K,-0.45%
26-Feb-21,46345.6,46928.5,48413.9,44248.2,189.41K,-1.24%
25-Feb-21,46928.5,49695.9,52013.8,46773.7,83.22K,-5.57%
24-Feb-21,49697.5,48911.1,51311.8,47031.7,153.75K,1.61%
23-Feb-21,48911.2,54114.1,54115,45093.8,315.07K,-9.61%
22-Feb-21,54111.8,57437.6,57480.8,48353.8,244.95K,-5.78%
21-Feb-21,57433.8,55907.6,58335.1,55502.7,87.26K,2.70%
20-Feb-21,55923.7,55922,57523.8,54124.1,127.85K,0.03%
19-Feb-21,55906.6,51590.1,56238.5,50816.8,139.43K,8.38%
18-Feb-21,51582.2,52094.5,52524,50941.6,94.35K,-0.95%
17-Feb-21,52079.2,49161.3,52577.7,49018.1,140.03K,5.92%
16-Feb-21,49169.7,47934.2,50515.8,47044.4,141.37K,2.57%
15-Feb-21,47936.3,48611.1,48936.5,45786.1,123.18K,-1.45%
14-Feb-21,48643.4,47172.1,49695.1,47051.9,106.50K,3.13%
13-Feb-21,47168.7,47373.1,48097.3,46270.5,89.42K,-0.43%
12-Feb-21,47371.7,47995,48927.4,46218.6,133.73K,-1.29%
11-Feb-21,47990.7,44834.8,48622.1,44041.1,145.77K,7.04%
10-Feb-21,44836,46507.8,47295.3,43800.5,151.83K,-3.60%
9-Feb-21,46508.6,46396.4,48143.5,45104.7,193.87K,0.24%
8-Feb-21,46395.7,38853.6,46596.4,38057,248.47K,19.41%
7-Feb-21,38852.9,39228.9,39691.7,37381.6,125.37K,-1.03%
6-Feb-21,39256.6,38300.6,40939.7,38275.3,156.02K,2.50%
5-Feb-21,38297.6,36976.4,38303.6,36640,100.60K,3.56%
4-Feb-21,36982.1,37648.9,38707.9,36380.8,151.44K,-1.77%
3-Feb-21,37646.8,35486.9,37646.8,35401.5,131.03K,6.09%
2-Feb-21,35485.2,33514,35976.1,33462.4,120.85K,5.88%
1-Feb-21,33515.7,33106.8,34685.6,32324.9,126.32K,1.23%
31-Jan-21,33108.1,34281.6,34348.3,32189.9,101.92K,-3.43%
30-Jan-21,34283.1,34300,34920.9,32908.5,128.57K,-0.05%
29-Jan-21,34301.8,33381.7,38546,31953.3,297.73K,2.78%
28-Jan-21,33374.8,30408.9,33790.8,29911.9,167.39K,9.77%
27-Jan-21,30404,32499.6,32545.4,29290.4,194.35K,-6.46%
26-Jan-21,32502.1,32244.1,32917.7,30850,139.84K,0.77%
25-Jan-21,32252.3,32244.3,34854.3,31967.4,142.43K,0.03%
24-Jan-21,32241.3,32088.5,33034.8,30982.9,88.21K,0.47%
23-Jan-21,32088.9,32994.1,33441.4,31418.2,100.70K,-2.76%
22-Jan-21,33000.5,30838.7,33821.2,28871.2,243.09K,7.00%
21-Jan-21,30842.1,35472.3,35591.1,30101.8,253.27K,-13.06%
20-Jan-21,35476.3,35862.1,36384.4,33444.5,153.61K,-1.46%
19-Jan-21,36002.9,36630.6,37821,36001.4,79.11K,-1.67%
18-Jan-21,36613.2,35838.2,37436.8,34801,111.52K,2.16%
17-Jan-21,35839.6,36020.1,36801.3,33883.5,126.82K,-0.50%
16-Jan-21,36019.5,36751.8,37931.7,35408.4,137.02K,-2.24%
15-Jan-21,36845.8,39175.7,39715,34488.7,118.42K,-5.95%
14-Jan-21,39175.7,37383.4,40054.3,36772.1,172.40K,4.80%
13-Jan-21,37382.2,34061.2,37764.6,32451.9,209.93K,9.70%
12-Jan-21,34076.1,35426,36598.7,32572.7,241.93K,-4.13%
11-Jan-21,35544.3,38195.3,38217.2,30411.6,251.04K,-6.93%
10-Jan-21,38192.2,40149.7,41362.4,35141.6,215.78K,-4.88%
9-Jan-21,40151.9,40607.2,41363.5,38775.1,128.42K,-1.10%
8-Jan-21,40599.3,39466.4,41921.7,36613.4,251.29K,2.89%
7-Jan-21,39460.2,36798.5,40340.9,36361.2,249.60K,7.25%
6-Jan-21,36793.2,33999.3,36934.8,33408.3,227.56K,8.24%
5-Jan-21,33991.5,32015.4,34414.7,30010.5,202.13K,6.15%
4-Jan-21,32022.6,33016.6,33587.5,28204.5,255.27K,-2.84%
3-Jan-21,32958.9,32192.9,34755.9,32029.6,155.21K,2.38%
2-Jan-21,32193.3,29359.7,33233.5,29008,240.87K,9.65%
1-Jan-21,29359.9,28951.7,29627.1,28712.4,100.90K,1.42%
31-Dec-20,28949.4,28866.8,29298.8,28025,136.69K,0.28%
30-Dec-20,28868.7,27374.5,28979.3,27374.5,159.82K,5.45%
29-Dec-20,27376,27065.3,27390.7,25902.8,119.57K,1.18%
28-Dec-20,27057.8,26259.2,27444.9,26144.3,126.98K,3.03%
27-Dec-20,26261.3,26460.3,28360.3,25858.2,231.23K,-0.73%
26-Dec-20,26454.4,24714.7,26826,24515.1,155.77K,7.15%
25-Dec-20,24689.6,23728.7,24778.9,23445.3,2.40K,4.02%
24-Dec-20,23736.5,23253.2,23783.7,22737.3,104.59K,2.06%
23-Dec-20,23257.9,23820.8,24063.7,22694.7,178.47K,-2.37%
22-Dec-20,23823.2,22730.4,23825.4,22388.6,130.75K,4.82%
21-Dec-20,22728.5,23474.1,24101.9,22015.5,154.69K,-3.18%
20-Dec-20,23474.9,23843.6,24280.9,23098.9,114.09K,-1.55%
19-Dec-20,23844,23127.6,24107.1,22797,133.88K,3.10%
18-Dec-20,23127.9,22823.3,23272.8,22361.5,131.80K,1.33%
17-Dec-20,22825.4,21352.3,23738,21243.1,310.74K,6.90%
16-Dec-20,21352.2,19434.7,21525.3,19299.7,199.81K,9.87%
15-Dec-20,19434.9,19273.9,19556.3,19076.2,98.39K,0.84%
14-Dec-20,19273.8,19176.4,19346.5,19007,67.11K,0.51%
13-Dec-20,19176.8,18808.1,19403.6,18716.8,82.45K,1.96%
12-Dec-20,18808.9,18026.7,18936.2,18025.1,71.37K,4.36%
11-Dec-20,18023.6,18250.5,18288.3,17600.1,111.53K,-1.23%
10-Dec-20,18247.2,18546.1,18551.8,17926.8,85.31K,-1.61%
9-Dec-20,18546,18322.4,18637.9,17658.8,129.72K,1.20%
8-Dec-20,18326.6,19170.8,19288.6,18229.2,101.41K,-4.40%
7-Dec-20,19170.7,19368.4,19424.6,18908.8,61.98K,-1.08%
6-Dec-20,19379.9,19146,19417.1,18873,54.56K,1.22%
5-Dec-20,19146.5,18657.5,19172.7,18507.1,59.44K,2.62%
4-Dec-20,18658.1,19431.1,19529.5,18610.8,110.63K,-3.99%
3-Dec-20,19433.3,19219.8,19596.6,18883.7,99.97K,1.12%
2-Dec-20,19218.8,18767.9,19335.5,18346.7,91.92K,2.39%
1-Dec-20,18770.7,19697.8,19897.4,18257,208.72K,-4.71%
30-Nov-20,19698.1,18186,19831.2,18186,185.59K,8.32%
29-Nov-20,18185.5,17729.7,18336.3,17530.4,79.12K,2.57%
28-Nov-20,17730.7,17142.6,17874.4,16874.4,95.20K,3.52%
27-Nov-20,17127.1,17160.9,17450.3,16481.6,138.80K,-0.20%
26-Nov-20,17162,18721.9,18894.9,16235.2,312.07K,-8.34%
25-Nov-20,18723,19151.5,19486.7,18527.7,146.12K,-2.24%
24-Nov-20,19152.6,18394.6,19416.6,18074.8,180.79K,4.21%
23-Nov-20,18379.6,18428.1,18756.8,18016,127.35K,-0.18%
22-Nov-20,18412.9,18689.3,18751.5,17644.6,121.76K,-1.47%
21-Nov-20,18687.2,18673.8,18966,18397.5,108.91K,0.06%
20-Nov-20,18675.2,17805.5,18811,17758.4,134.42K,4.90%
19-Nov-20,17803.5,17775.1,18166,17380.1,135.94K,0.16%
18-Nov-20,17774.6,17662.3,18466.1,17258.9,233.43K,0.64%
17-Nov-20,17662.3,16715.8,17845.4,16562,175.87K,5.66%
16-Nov-20,16715.8,15954.1,16880.7,15870.7,118.09K,4.78%
15-Nov-20,15953,16074.7,16158.1,15782.3,58.43K,-0.73%
14-Nov-20,16071,16323.1,16328.2,15717.7,83.64K,-1.55%
13-Nov-20,16324.2,16293,16474.1,15973.4,113.75K,0.18%
12-Nov-20,16294.7,15695.8,16342.7,15483.5,165.54K,3.82%
11-Nov-20,15695.8,15303.1,15953.9,15281,119.07K,2.56%
10-Nov-20,15303.6,15328,15465.3,15096.5,93.36K,-0.15%
9-Nov-20,15327.2,15483.3,15819.6,14816.9,165.04K,-1.01%
8-Nov-20,15483.7,14826.6,15648.3,14720.7,94.99K,4.42%
7-Nov-20,14828.4,15578.2,15754.4,14385.1,160.73K,-4.81%
6-Nov-20,15577.9,15593.9,15955.2,15223.5,186.13K,-0.06%
5-Nov-20,15587.1,14145.6,15739.9,14099.7,227.49K,10.19%
4-Nov-20,14145.6,14023,14238.8,13544.4,140.80K,0.90%
3-Nov-20,14019.9,13560.5,14054,13294.6,108.17K,3.38%
2-Nov-20,13561.4,13759.7,13828.4,13214.2,97.76K,-1.44%
1-Nov-20,13759.4,13795.5,13889.5,13628.7,51.71K,-0.27%
31-Oct-20,13797.3,13560.2,14065.4,13441.7,102.75K,1.75%
30-Oct-20,13559.9,13457,13667.9,13134.5,108.77K,0.76%
29-Oct-20,13457.2,13278.3,13640,12982.9,111.23K,1.34%
28-Oct-20,13278.9,13658.3,13851.7,12907.6,144.18K,-2.77%
27-Oct-20,13657.8,13061.5,13782.3,13050.3,128.64K,4.56%
26-Oct-20,13061.6,13033,13229.7,12792.4,89.47K,0.23%
25-Oct-20,13032.2,13117,13345.3,12900.4,59.73K,-0.65%
24-Oct-20,13117.2,12933.6,13161.5,12876.4,51.20K,1.42%
23-Oct-20,12934.1,12972.7,13025.5,12738.9,73.94K,-0.31%
22-Oct-20,12974.6,12805.5,13183.9,12698.2,113.31K,1.30%
21-Oct-20,12808.7,11913.6,13213.5,11894.6,197.72K,7.51%
20-Oct-20,11913.5,11753.9,12029.4,11685.7,94.59K,1.36%
19-Oct-20,11753.4,11507.1,11823.3,11413.9,73.04K,2.14%
18-Oct-20,11506.9,11362.1,11506.9,11349.8,31.51K,1.27%
17-Oct-20,11362.1,11321.8,11402.7,11274.4,29.86K,0.35%
16-Oct-20,11322,11503.2,11542.2,11224.6,71.42K,-1.57%
15-Oct-20,11503,11421.4,11590.9,11276.7,70.84K,0.72%
14-Oct-20,11420.4,11424.4,11541,11293.5,59.12K,-0.03%
13-Oct-20,11423.8,11533.5,11558,11315.9,64.67K,-0.95%
12-Oct-20,11533.9,11370.8,11715.9,11227.4,84.02K,1.43%
11-Oct-20,11371,11295.6,11439.4,11277.6,41.06K,0.64%
10-Oct-20,11298.4,11053.5,11475,11053.1,65.81K,2.21%
9-Oct-20,11054.2,10923.5,11103,10836.9,70.95K,1.19%
8-Oct-20,10924.1,10670.7,10948.6,10549.6,79.78K,2.37%
7-Oct-20,10670.9,10601,10680.1,10553.3,49.27K,0.64%
6-Oct-20,10602.6,10790.2,10800.3,10530.8,69.07K,-1.73%
5-Oct-20,10789.5,10672.5,10789.6,10623.4,48.86K,1.09%
4-Oct-20,10672.9,10544.4,10693.3,10520.8,31.40K,1.22%
3-Oct-20,10544.2,10572.2,10597.8,10501.2,29.10K,-0.27%
2-Oct-20,10572.3,10619.6,10662.9,10387.6,77.94K,-0.45%
1-Oct-20,10620.5,10776.6,10913.7,10462.7,95.33K,-1.44%
30-Sep-20,10776.1,10843.4,10847.7,10667.6,55.55K,-0.60%
29-Sep-20,10840.9,10694.3,10858.4,10642.4,59.64K,1.38%
28-Sep-20,10693.2,10776.4,10946.6,10685.2,72.29K,-0.77%
27-Sep-20,10776.2,10727.9,10799.2,10602.7,40.92K,0.45%
26-Sep-20,10727.9,10688.9,10793.3,10650.2,37.85K,0.37%
25-Sep-20,10688.8,10739.9,10756,10558.9,71.43K,-0.47%
24-Sep-20,10739.4,10238.1,10787.8,10201,82.95K,4.90%
23-Sep-20,10237.3,10531.5,10535.4,10146.6,74.95K,-2.79%
22-Sep-20,10531.5,10419.4,10570.7,10361.7,63.52K,1.10%
21-Sep-20,10416.8,10919.9,10987.2,10328.5,109.85K,-4.62%
20-Sep-20,10921.5,11081.6,11081.6,10772.7,53.39K,-1.45%
19-Sep-20,11081.8,10933,11177.1,10890.7,51.63K,1.36%
18-Sep-20,10933,10941.3,11029.7,10818.7,63.48K,-0.08%
17-Sep-20,10941.3,10950.1,11039.3,10755.2,77.22K,-0.07%
16-Sep-20,10949.5,10785.2,11093.3,10669.2,94.94K,1.52%
15-Sep-20,10785.3,10675.2,10931.8,10627.8,91.70K,1.03%
14-Sep-20,10675.3,10332.7,10744.3,10264.5,96.64K,3.38%
13-Sep-20,10326,10441.7,10579.6,10219.4,66.12K,-1.11%
12-Sep-20,10441.9,10390.2,10476.8,10275.9,48.49K,0.50%
11-Sep-20,10390.2,10339.8,10398.8,10212.6,62.28K,0.49%
10-Sep-20,10339.7,10224.3,10480.3,10219.2,88.01K,1.13%
9-Sep-20,10224.6,10126.8,10343.3,9984.6,71.37K,0.97%
8-Sep-20,10126.6,10376.9,10434.4,9877.1,113.90K,-2.41%
7-Sep-20,10376.9,10296.4,10400.9,9887,12.40M,0.78%
6-Sep-20,10296.4,10092.2,10337.7,10004.7,12.12M,2.02%
5-Sep-20,10092.2,10472.3,10558.7,9897.8,14.72M,-3.63%
4-Sep-20,10472.5,10168.7,10614.2,9960.3,12.50M,2.99%
3-Sep-20,10168.8,11413.2,11442.7,10009.5,9.65M,-10.90%
2-Sep-20,11413.3,11914.4,11947.5,11244.9,20.26M,-4.21%
1-Sep-20,11914.9,11644.2,12045.9,11544.6,580.69K,2.32%
31-Aug-20,11644.2,11701.1,11760.2,11563.8,496.14K,-0.49%
30-Aug-20,11702,11468.1,11704.2,11462.6,409.36K,2.04%
29-Aug-20,11468.1,11527.8,11576.8,11433.5,389.85K,-0.51%
28-Aug-20,11527.4,11327.5,11539,11281.9,464.94K,1.77%
27-Aug-20,11327.4,11462.3,11580.3,11135.3,560.59K,-1.18%
26-Aug-20,11462.3,11324.9,11533.6,11254.6,513.06K,1.21%
25-Aug-20,11324.8,11752.9,11766.9,11131,594.07K,-3.65%
24-Aug-20,11753.5,11641.6,11824.6,11587.1,429.13K,0.96%
23-Aug-20,11641.6,11661.1,11705.4,11520.8,377.33K,-0.17%
22-Aug-20,11661.3,11529.2,11677,11382.1,433.98K,1.15%
21-Aug-20,11529.2,11856.9,11877.4,11495.6,506.38K,-2.76%
20-Aug-20,11856.9,11751,11881,11672.7,430.93K,0.91%
19-Aug-20,11750.2,11944.4,12013.2,11602.6,550.26K,-1.65%
18-Aug-20,11947.6,12283,12381.4,11842,606.79K,-2.73%
17-Aug-20,12282.6,11898.8,12444.1,11764,628.41K,3.22%
16-Aug-20,11899,11845.5,11922.5,11688.9,410.81K,0.45%
15-Aug-20,11845.3,11751.1,11964,11711.5,499.10K,0.80%
14-Aug-20,11750.8,11771.1,11835.5,11651.5,435.44K,-0.17%
13-Aug-20,11770.9,11557.2,11772.9,11298.4,545.67K,1.85%
12-Aug-20,11557.2,11390.4,11605.4,11190.6,549.59K,1.46%
11-Aug-20,11390.4,11889.2,11931.8,11146.7,615.90K,-4.19%
10-Aug-20,11889.2,11681.1,12041.1,11546.9,564.11K,1.78%
9-Aug-20,11681.2,11764.4,11792.8,11527.5,303.00K,-0.71%
8-Aug-20,11764.3,11591.6,11805.5,11533.5,317.06K,1.49%
7-Aug-20,11592,11757.1,11901.8,11352.4,517.00K,-1.40%
6-Aug-20,11757.1,11735,11898.4,11563,554.85K,0.19%
5-Aug-20,11735.1,11184.8,11771.5,11114.5,570.83K,4.92%
4-Aug-20,11184.7,11223.8,11407.8,11043,485.79K,-0.35%
3-Aug-20,11224.4,11066.9,11461.1,10981.6,470.24K,1.42%
2-Aug-20,11066.8,11802.6,12061.1,10730.7,647.95K,-6.24%
1-Aug-20,11803.1,11333.2,11847.7,11226.1,611.47K,4.14%
31-Jul-20,11333.4,11096.5,11434.8,10964.6,530.95K,2.14%
30-Jul-20,11096.2,11105.8,11164.4,10861.6,501.14K,-0.09%
29-Jul-20,11105.9,10908.4,11336.5,10771.8,576.83K,1.81%
28-Jul-20,10908.5,10961.1,11046.1,10873.6,658.37K,-1.04%
27-Jul-20,11022.8,9932.7,11367,9894.6,908.99K,10.98%
26-Jul-20,9932.5,9690,10086.6,9645.9,415.07K,2.35%
25-Jul-20,9704.1,9546.7,9729.3,9536.2,306.29K,1.65%
24-Jul-20,9546.4,9599.2,9626.2,9480.5,359.16K,-0.55%
23-Jul-20,9599.6,9513.6,9646.5,9451.1,425.66K,0.90%
22-Jul-20,9513.7,9387.4,9523.1,9296,386.00K,1.35%
21-Jul-20,9387.3,9162.3,9426.9,9155.1,458.99K,2.46%
20-Jul-20,9162.4,9208.1,9218.4,9139.9,312.98K,-0.50%
19-Jul-20,9208,9170.1,9224.8,9106.4,265.25K,0.41%
18-Jul-20,9170.2,9155.8,9198.8,9126.7,276.40K,0.16%
17-Jul-20,9155.8,9135.4,9181.9,9091.5,310.92K,0.22%
16-Jul-20,9135.3,9198.7,9224.2,9052,429.04K,-0.69%
15-Jul-20,9198.7,9253.6,9270.2,9168.7,429.84K,-0.59%
14-Jul-20,9253.4,9243.1,9274.8,9135.7,453.83K,0.11%
13-Jul-20,9243.6,9300.5,9329.6,9207.6,456.87K,-0.62%
12-Jul-20,9300.8,9234.2,9337.8,9170.4,366.88K,0.73%
11-Jul-20,9233.3,9285.8,9295.5,9184.2,353.92K,-0.56%
10-Jul-20,9285.1,9239,9309.8,9131.9,418.47K,0.53%
9-Jul-20,9235.7,9430.1,9434.5,9176,444.27K,-2.06%
8-Jul-20,9429.9,9256.3,9458.3,9233.1,509.94K,1.88%
7-Jul-20,9256,9338.8,9371.2,9209.3,420.55K,-0.89%
6-Jul-20,9339,9080.4,9363,9063.2,510.27K,2.84%
5-Jul-20,9081,9134.3,9149.6,8932.1,314.10K,-0.58%
4-Jul-20,9134.4,9067.1,9182.3,9049.6,261.25K,0.74%
3-Jul-20,9067.1,9085,9120.4,9050.9,333.88K,-0.20%
2-Jul-20,9085.1,9229.9,9259.7,8962.1,483.10K,-1.57%
1-Jul-20,9229.9,9135.9,9289,9101.1,366.78K,1.03%
30-Jun-20,9135.4,9186,9199.8,9075.3,381.73K,-0.54%
29-Jun-20,9185.4,9122.8,9229.1,9033.6,401.12K,0.67%
28-Jun-20,9124,9008.4,9185.5,8950.2,329.01K,1.28%
27-Jun-20,9008.3,9160.5,9190.5,8865.3,441.93K,-1.66%
26-Jun-20,9160,9247.5,9296.5,9060.1,489.84K,-0.95%
25-Jun-20,9247.5,9300.8,9327.3,9022.6,524.45K,-0.59%
24-Jun-20,9302,9624.6,9667.4,9223,515.78K,-3.35%
23-Jun-20,9624.6,9683.9,9715.6,9581.8,375.49K,-0.61%
22-Jun-20,9683.7,9296.5,9751.9,9285.8,523.32K,4.17%
21-Jun-20,9296.4,9358.8,9411.2,9288.5,335.99K,-0.67%
20-Jun-20,9358.8,9314,9394.5,9199.8,383.44K,0.48%
19-Jun-20,9314,9390.3,9424,9249.6,478.49K,-0.79%
18-Jun-20,9388.1,9464.6,9480.4,9289.3,391.67K,-0.81%
17-Jun-20,9464.6,9523.6,9543.6,9258.2,446.45K,-0.62%
16-Jun-20,9523.5,9425.6,9577.1,9379.3,545.47K,1.04%
15-Jun-20,9425.4,9345.5,9489.7,8925.6,750.90K,0.86%
14-Jun-20,9345.3,9470.7,9474.7,9264.4,311.27K,-1.33%
13-Jun-20,9471.3,9466.5,9484.9,9369.9,364.97K,0.05%
12-Jun-20,9466.6,9283.7,9547.5,9249.4,529.28K,1.97%
11-Jun-20,9283.2,9878.9,9945.2,9139.1,919.30K,-6.03%
10-Jun-20,9878.8,9768.8,9970.9,9710.7,533.55K,1.13%
9-Jun-20,9768.8,9777.7,9857.2,9616.6,479.55K,-0.09%
8-Jun-20,9777.9,9743.4,9788.2,9662.3,431.04K,0.36%
7-Jun-20,9742.6,9669.6,9791.8,9417.4,549.20K,0.76%
6-Jun-20,9669.6,9630.8,9733.1,9549.5,370.85K,0.40%
5-Jun-20,9631.2,9794,9846.1,9628.7,527.05K,-1.67%
4-Jun-20,9794.4,9667.2,9864.4,9490.9,593.66K,1.32%
3-Jun-20,9667.2,9527,9667.2,9421.7,558.12K,1.47%
2-Jun-20,9527.6,10190.7,10207.3,9347.3,1.06M,-6.49%
1-Jun-20,10189.3,9454.5,10301.8,9429.7,796.68K,7.77%
31-May-20,9454.8,9692.9,9695.6,9406.2,645.27K,-2.45%
30-May-20,9692.5,9424.8,9729.9,9352.7,720.62K,2.84%
29-May-20,9424.8,9573.4,9596.5,9358.1,814.33K,-1.54%
28-May-20,9572.2,9199.8,9610.8,9119.2,948.86K,4.06%
27-May-20,9199.1,8842.3,9210.9,8818.6,810.89K,4.03%
26-May-20,8842.5,8897.7,8994.6,8713.9,784.92K,-0.63%
25-May-20,8898.2,8728,8959.5,8666.1,941.89K,1.95%
24-May-20,8728.2,9177.9,9292,8724.1,1.11M,-4.89%
23-May-20,9177,9169.8,9303.2,9098.9,812.56K,0.08%
22-May-20,9169.7,9058.2,9253.5,8952.1,914.59K,1.22%
21-May-20,9059,9511.6,9567.1,8833.6,1.41M,-4.76%
20-May-20,9512.3,9773,9829.3,9368.4,1.15M,-2.67%
19-May-20,9773.3,9730.8,9883.9,9498.7,1.16M,0.44%
18-May-20,9730.7,9678.4,9930.2,9524.4,1.18M,0.55%
17-May-20,9677.7,9376.6,9866,9327.8,1.18M,3.18%
16-May-20,9379.5,9318.1,9579,9233,1.10M,0.66%
15-May-20,9318,9778.6,9819.6,9223.2,1.56M,-4.71%
14-May-20,9778.4,9298.7,9887.5,9265.8,1.77M,5.16%
13-May-20,9298.7,8813.9,9384.6,8799.1,1.50M,5.50%
12-May-20,8813.8,8569.8,8964.5,8542.8,1.35M,2.73%
11-May-20,8579.8,8737.6,9129.6,8235.6,2.29M,-1.82%
10-May-20,8738.8,9553.9,9569.4,8259.3,2.47M,-8.54%
9-May-20,9554.6,9806,9910.5,9533.6,1.49M,-2.57%
8-May-20,9806.2,9980.1,10018.2,9731.4,1.42M,-1.74%
7-May-20,9979.8,9152.7,10033,9064.8,1.91M,9.05%
6-May-20,9151.4,9000.6,9373.7,8923.6,1.62M,1.67%
5-May-20,9001,8874.2,9078.7,8800.4,1.05M,1.42%
4-May-20,8874.7,8885.5,8945.5,8553.2,1.12M,-0.12%
3-May-20,8885.5,8966.2,9169.9,8742.2,1.15M,-0.90%
2-May-20,8966.3,8821.6,8986.2,8771.3,890.34K,1.64%
1-May-20,8821.6,8628.6,9040.3,8621,1.11M,2.23%
30-Apr-20,8629,8770.6,9437.5,8425.5,2.04M,-1.62%
29-Apr-20,8770.9,7746.7,8918.5,7729.7,1.83M,13.22%
28-Apr-20,7746.9,7766,7770.1,7655.3,808.09K,-0.25%
27-Apr-20,7766,7679.4,7768.5,7637.7,980.50K,1.13%
26-Apr-20,7678.9,7540.4,7679.4,7520.5,921.59K,1.84%
25-Apr-20,7540.4,7503.9,7684.6,7451,861.93K,0.49%
24-Apr-20,7503.8,7491.3,7583.5,7423.5,951.95K,0.20%
23-Apr-20,7488.5,7112.8,7655.4,7036.5,1.34M,5.28%
22-Apr-20,7112.9,6842.5,7137.4,6821.8,914.18K,3.95%
21-Apr-20,6842.5,6833.4,6919.3,6774.3,892.57K,0.13%
20-Apr-20,6833.5,7122.9,7207.5,6771.2,1.26M,-4.06%
19-Apr-20,7122.9,7230.9,7238,7079.1,5.93M,-1.49%
18-Apr-20,7230.8,7035.9,7259.4,7031.5,796.45K,2.77%
17-Apr-20,7035.8,7085.5,7142.8,7005.8,810.10K,-0.70%
16-Apr-20,7085.6,6629.1,7159.7,6520.5,1.54M,6.89%
15-Apr-20,6629.1,6851.3,6929.5,6615.9,1.00M,-3.24%
14-Apr-20,6850.9,6841.8,6970.8,6768.6,999.53K,0.14%
13-Apr-20,6841.3,6918.1,6920.3,6618.5,1.25M,-1.10%
12-Apr-20,6917.6,6867.9,7158.8,6785.1,1.10M,0.73%
11-Apr-20,6867.8,6862.7,6931.4,6765.1,845.58K,0.07%
10-Apr-20,6863.1,7289,7294.4,6756.1,1.37M,-5.84%
9-Apr-20,7289,7361.1,7361.1,7140.3,963.55K,-0.98%
8-Apr-20,7361.2,7185.6,7396.1,7153.1,983.94K,2.45%
7-Apr-20,7185.2,7332.3,7440.3,7101.7,1.32M,-2.01%
6-Apr-20,7332.3,6772.8,7335,6770.1,1.53M,8.26%
5-Apr-20,6772.7,6857.5,6889.4,6686,842.33K,-1.23%
4-Apr-20,6857.4,6735.9,6958.6,6679.1,1.05M,1.80%
3-Apr-20,6735.9,6799.9,7026.3,6623.6,1.35M,-0.95%
2-Apr-20,6800.5,6638.8,7182.7,6567.9,1.74M,2.44%
1-Apr-20,6638.5,6412.4,6661.3,6157.4,1.40M,3.52%
31-Mar-20,6412.5,6391.1,6513.1,6346.3,1.05M,0.34%
30-Mar-20,6391,5890.4,6576.5,5872.5,1.43M,8.50%
29-Mar-20,5890.4,6233.2,6258.8,5889.3,916.17K,-5.51%
28-Mar-20,6233.7,6373.4,6374.3,6046.5,1.26M,-2.19%
27-Mar-20,6373.4,6725.5,6813.7,6322.3,1.16M,-5.23%
26-Mar-20,6725.1,6677.9,6772.9,6541.7,1.18M,0.69%
25-Mar-20,6678.9,6744.8,6930.2,6474.6,1.52M,-0.97%
24-Mar-20,6744.6,6468.8,6814.2,6380.8,1.73M,4.26%
23-Mar-20,6468.9,5822,6564.7,5710.8,1.88M,11.11%
22-Mar-20,5822.1,6186.9,6394.4,5771.2,1.48M,-5.89%
21-Mar-20,6186.2,6205.6,6438.3,5887,1.64M,-0.31%
20-Mar-20,6205.3,6171.6,6858.1,5748.2,2.22M,0.54%
19-Mar-20,6172,5359.2,6379.5,5256,2.18M,15.12%
18-Mar-20,5361.4,5260.7,5373.1,5020.9,1.80M,1.91%
17-Mar-20,5261.1,5030.2,5432.8,4946.5,1.89M,4.59%
16-Mar-20,5030,5366.4,5369.3,4477.7,2.55M,-6.27%
15-Mar-20,5366.3,5182.9,5863.3,5120.6,1.61M,3.54%
14-Mar-20,5182.7,5589.4,5634.9,5072.2,1.69M,-7.19%
13-Mar-20,5584.3,4815.2,5934.3,3869.5,4.17M,15.71%
12-Mar-20,4826,7935.2,7963.1,4546.6,3.22M,-39.18%
